category,language_pair,src_lang,tgt_lang,direction,late_submission,system_type,team,system,instrument,score
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,METEOR,0.6267634346
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,ROUGE-L,0.67857156
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,chrF,62.95424777
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,TER,54.2924896
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,primary,DoDS-IITPKD,DoDS-IITPKD_primary,Cos Similarity,0.8878043915
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,Transformers,Transformers_contrastive,BLEU,11.83018406
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,Transformers,Transformers_contrastive,METEOR,0.525691863
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,Transformers,Transformers_contrastive,ROUGE-L,0.5588547669
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,Transformers,Transformers_contrastive,chrF,54.37625248
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,Transformers,Transformers_contrastive,TER,85.73098027
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,Transformers,Transformers_contrastive,Cos Similarity,0.8312366455
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,BLEU,1.400867744
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,METEOR,0.07116974352
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,ROUGE-L,0.1012978362
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,chrF,19.4523415
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,TER,206.0484259
,Bodo to English,brx_Deva,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,Cos Similarity,0.2305716092
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,BLEU,2.991742416
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,METEOR,0.1631133528
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,ROUGE-L,0.2179778937
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,chrF,25.52040769
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,TER,117.7262191
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive,Cos Similarity,0.4869303746
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,BLEU,2.411122817
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,METEOR,0.1084683794
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,ROUGE-L,0.175126789
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,chrF,23.54732066
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,TER,129.1490652
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,primary,ANVITA,ANVITA_primary,Cos Similarity,0.358588198
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,BLEU,1.589137581
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,METEOR,0.08613711799
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,ROUGE-L,0.1245197037
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,chrF,20.00080829
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,TER,147.7497984
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,RBG-AI,RBG-AI_contrastive,Cos Similarity,0.3016507861
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,BLEU,0.7907318646
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,METEOR,0.05144073655
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,ROUGE-L,0.0809197078
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,chrF,16.45777987
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,TER,170.6118284
,Kokborok to English,trp_Latn,eng_Latn,indic2en,False,contrastive,ANVITA,ANVITA_contrastive2,Cos Similarity,0.2010930393
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,BLEU,6.996853556
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,METEOR,0.2998968204
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,ROUGE-L,0.3673882558
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,chrF,38.08037519
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive,TER,76.26183059
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,BLEU,2.220036363
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,METEOR,0.133942088
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,ROUGE-L,0.2040363646
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,chrF,22.84663511
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,RBG-AI,RBG-AI_contrastive,TER,103.5052179
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,BLEU,1.755655221
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,METEOR,0.1068218505
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,ROUGE-L,0.1683541919
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,chrF,18.57708299
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,primary,ANVITA,ANVITA_primary,TER,104.0384262
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,BLEU,1.416601262
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,METEOR,0.07622642704
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,ROUGE-L,0.134146673
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,chrF,20.07943583
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,BilbaoMT,BilbaoMT_contrastive,TER,91.9260799
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive2,BLEU,0.5530234631
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive2,METEOR,0.04061932627
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive2,ROUGE-L,0.0540326728
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive2,chrF,13.38411796
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,contrastive,ANVITA,ANVITA_contrastive2,TER,335.5485051
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,primary,DPKM,DPKM_primary,BLEU,0.1792522413
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,primary,DPKM,DPKM_primary,METEOR,0.006282206315
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,primary,DPKM,DPKM_primary,ROUGE-L,0.0153140725
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,primary,DPKM,DPKM_primary,chrF,5.598378915
,English to Kokborok,eng_Latn,trp_Latn,en2indic,False,primary,DPKM,DPKM_primary,TER,105.4874944
